id_1,name_1,latitude_1,longitude_1,address_1,city_1,state_1,zip_1,country_1,url_1,phone_1,categories_1,id_2,name_2,latitude_2,longitude_2,address_2,city_2,state_2,zip_2,country_2,url_2,phone_2,categories_2,match
E_0006be64b1557d,さいたまスーパーアリーナ (Saitama Super Arena),35.89512138764299,139.6305576717901,中央区新都心8,さいたま市,埼玉県,330-9109,JP,https://www.saitama-arena.co.jp,486011122,Stadiums,E_298f45c31746c1,さいたまスーパーアリーナ 200レベルスタンド席,35.894751,139.630649,,さいたま市中央区,埼玉県,330-0081,JP,,,,True
E_0006be64b1557d,さいたまスーパーアリーナ (Saitama Super Arena),35.89512138764299,139.6305576717901,中央区新都心8,さいたま市,埼玉県,330-9109,JP,https://www.saitama-arena.co.jp,486011122,Stadiums,E_473d72c3e14dfd,さいたまスーパーアリーナ 300レベルスタンド席,35.894722,139.630701,,さいたま市中央区,埼玉県,330-0081,JP,,,"Concert Halls, Rock Clubs",True
E_0006be64b1557d,さいたまスーパーアリーナ (Saitama Super Arena),35.89512138764299,139.6305576717901,中央区新都心8,さいたま市,埼玉県,330-9109,JP,https://www.saitama-arena.co.jp,486011122,Stadiums,E_8066351476d792,さいたまスーパーアリーナ駐車場,35.89541678601338,139.6300945006353,中央区新都心8,さいたま市,埼玉県,330-0081,JP,https://www.saitama-arena.co.jp/access/car.html,,Parking,False
E_0006be64b1557d,さいたまスーパーアリーナ (Saitama Super Arena),35.89512138764299,139.6305576717901,中央区新都心8,さいたま市,埼玉県,330-9109,JP,https://www.saitama-arena.co.jp,486011122,Stadiums,E_a12f43e8066a6a,Saitama Super Arena,35.89388346517579,139.63196214851902,,,,,JP,,,Event Spaces,True
E_0006be64b1557d,さいたまスーパーアリーナ (Saitama Super Arena),35.89512138764299,139.6305576717901,中央区新都心8,さいたま市,埼玉県,330-9109,JP,https://www.saitama-arena.co.jp,486011122,Stadiums,E_e16c75ca6cbc0a,さいたまスーパーアリーナ 400レベル,35.893276,139.63057,,,,,JP,,,Stadiums,True
E_00070fdfc2d9ef,Pathé Rialto,46.209189791900336,6.141879394575485,Blvd James-Fazy 33,Genève,GE,1201,CH,http://www.pathe.ch,41229790100,Multiplexes,E_343e6499632ea2,Pathé Rialto Salle 2,46.209071621638174,6.142007553700029,,,,,CH,,,Multiplexes,False
E_0007344ec28475,Block D Computer Lab 21,3.0637481582130244,101.617074392632,Taylor's University Lakeside Campus,,,,MY,,,College Labs,E_f72918c5473d7c,Block C,3.0642486134375853,101.61734103320944,Taylor's University Lakeside Campus,Subang Jaya,Selangor,47500,MY,,,"College Academic Buildings, College Classrooms, College Labs",False
E_000735647a8993,Alibeyköy Meydanı,41.074551704749055,28.945703097532064,Alibeyköy,Eyüp,İstanbul,,TR,,,Plazas,E_71ae9feac7eccf,Alibeykoy Meydan,41.077873,28.946276,,,İstanbul,34060,TR,,,Club Houses,True
E_00076c41078ee7,ร้านบ้านนก,7.200767,100.591754,,Muang Songkhla,Songkhla,,TH,,,Pet Stores,E_fec2e615492a4c,ร้านมาลี,7.2000852,100.5911747,,Muang Songkhla,Songkhla,,TH,,,,False
E_0007713e156434,Drago La Brasserie,-7.266274815683098,112.74022057293269,MEX Building Lt. 1,Surabaya,Jawa Timur,60262,ID,,,Hotel Bars,E_ce3abcbef2a5b5,Drago MEX Building,-7.28596808527977,112.73849810419772,,Surabaya,East Java,,ID,,,,True
E_0007b60f64c36f,Botanischer Garten,51.26087378998649,7.160092526518346,Elisenhöhe 1,Wuppertal,Nordrhein-Westfalen,,DE,http://www.botanischer-garten-wuppertal.de,,Botanical Gardens,E_4cc85651f3974b,Botanischer Garten,51.26122463015438,7.160675213675454,,,,,DE,,,Botanical Gardens,True
E_0007c0adfd85fb,APA Hotel Woodbridge,40.56170709680149,-74.32578518973361,120 Wood Ave S,Iselin,NJ,08830,US,http://www.hotelwoodbridgemetropark.com,7324946200,Hotels,E_6cd24cc9517233,APA Hotel Woodbridge,40.56186330000001,-74.3257873,120 Wood Ave S,Iselin,NJ,08830,US,http://apahotelwoodbridge.com,+17324946200,Hotels,True
E_0007f402a8d51a,Nutty Bavarian,-25.438032,-49.266507,Shopping Estação,Curitiba,PR,80230-010,BR,https://www.nuttybavarian.com.br,+554130244200,Candy Stores,E_3251ff3d9985d7,nutti bavarian shopping estaçao,-25.437772782735223,-49.26720117223582,,,,,BR,,,Donut Shops,True
E_0008749a6c0ed2,Uncle K,-22.93572616801565,-43.17923066325557,BarraShopping,Rio de Janeiro,RJ,22640-102,BR,http://www.unclek.com.br,(21) 2431-9471,"Accessories Stores, Shoe Stores",E_4bbb870a8988f6,Uncle K,-22.997114,-43.35997,BarraShopping,Rio de Janeiro,RJ,22640-102,BR,https://www.unclek.com.br,+552124319471,Automotive Shops,True
E_00087d7b96831a,La Esperanza,19.43789947336992,-99.20103290197504,Moliere,Miguel Hidalgo,DF,,MX,http://esperanza.mx,5562850451,Bakeries,E_61015826658e3d,Pasteleria La Esperanza,19.4389,-99.1995,"Polanco, Miguel Hidalgo, Mexico D.F.",,,,MX,,,Bakeries,True
E_0008a00ef7ed52,Atlantic Poland,52.18461573761756,21.00371360778809,Wołoska 24,Warszawa,Poland,02-675,PL,http://www.atlantic.pl,,Lingerie Stores,E_924ef70ad39a0a,atlantic,52.18559463774294,21.00288516672759,Wołoska 24,Warszawa,,,PL,,,Lingerie Stores,True
E_0008a0c76a783f,Cobee,24.786559677490605,46.61368805522701,العقيق,Riyadh,Riyadh,13515,SA,,,Coffee Shops,E_c0819403382dd6,Cobee Cafe,24.786303,46.613632,,Riyadh,Riyadh Province,13521,SA,,,Cafés,True
E_0008ba3924b1a3,Naše Čajovna (originálni),48.85532694237347,16.045880913734436,Velká Františkánská 20,Znojmo,,669 02,CZ,,,Tea Rooms,E_e1c5b8106b1984,U starého ohně,48.85500950716405,16.04544228540572,Staré město 1,Znojmo,Czech Republic,,CZ,,,Tea Rooms,True
E_0009047a4f9e38,Sun Stop,39.91247544476314,32.80927327185536,Armada,Ankara,Ankara,,TR,,,Optical Shops,E_9d93b539486ba7,Tekzen Armada,39.91316195185341,32.80941652438942,Armada AVM.Beştepe Mahallesi.3.Sokak.C Blok 13/51. Söğütözü,Ankara,Ankara,,TR,,+903122190480,Furniture / Home Stores,False
E_00092f5a884ae7,Офис Dune HD Россия,55.80779125116699,37.5387494924432,Ул. Черняховского Д.17а,Москва,,,RU,,+74956460001,Offices,E_860d049a471c45,Dune (работко),55.807902,37.538652,Черняховского 17а,город Москва,Москва,,RU,,,Offices,True
E_0009334f93f8cf,Винотека,53.2866404866186,83.75343561172485,Змеиногорский тракт 104м/5,Барнаул,,656045,RU,,,Wine Shops,E_1ce921b93e515f,Винотека,53.2856078445911,83.7533405609429,Змеиногорский тракт 104м/5,,,,RU,,,,True
E_000977f464c3e1,G&M,33.77558488999925,-118.1526423378157,701 Redondo Ave,Long Beach,CA,90804,US,https://www.gmoc.com,+15624345928,"Gas Stations, Convenience Stores",E_a579685c66979b,G&M,33.775547,-118.152641,,Long Beach,Calif,,US,,,Gas Stations,True
E_000977f464c3e1,G&M,33.77558488999925,-118.1526423378157,701 Redondo Ave,Long Beach,CA,90804,US,https://www.gmoc.com,+15624345928,"Gas Stations, Convenience Stores",E_c5fa01f66cd32e,G&M,33.77543,-118.152756,701 Redondo Ave,Long Beach,Calif,90804,US,http://gmoc.com/StoreHome/LongBeachGMFoodMart69,+15624345928,Gas Stations,True
E_00097ea042693e,MaxValu (แม็กซ์แวลู),13.718515785296734,100.5851392780674,Gateway Ekamai,Klong Toei,Bangkok,10110,TH,http://www.jusco.co.th/,21082755,Supermarkets,E_a2c19e52edd676,Max Valu Tanjai,13.719330634218176,100.58477651214103,Gateway Ekamai,,,,TH,,,Grocery Stores,True
E_00098552a680d5,Glenmarie Sharmila Curry House,3.081358750000056,101.56055108597562,"No 31 Jalan Juruaudit U 1/37 Sek Ui ,kawasan Perindustrian Hicom Glenmarie Shah Alam",Shah Alam,selangor,40150,MY,,0169977503,Indian Restaurants,E_f5de96cc55578e,Sharmila curry house glenmarie,3.0814988888570896,101.56046780675952,,,,,MY,,,Indian Restaurants,True
E_0009a39191c1d8,Hampton Inn & Suites,25.974121024541365,-80.2933188809078,10990 Marks Way,Miramar,FL,33025,US,https://www.hilton.com/en/hotels/fllmmhx-hampton-suites-ft-lauderdale-miramar/,9544305590,Hotels,E_b5de29cfbf819e,Hampton Inn & Suites,25.984222,-80.321431,,Miramar,FL,,US,,,Hotels,True
E_0009aa82055272,The Home Depot,40.54532222315634,-111.88788227572164,135 E 11400 South,Sandy,UT,84070,US,https://www.homedepot.com/l/Sandy/UT/Sandy/84070/4409,+18015230069,Hardware Stores,E_67ede4fa6378de,Home Services at The Home Depot,40.54538355,-111.8873236,135 E 11400 S,Sandy,UT,84070,US,https://www.homedepot.com/l/Sandy-UT/UT/Sandy/84070/4409/services,+18016758974,"Construction & Landscaping, Gas Stations, Home Services & Repairs",True
E_0009ddb6699788,Ducati Thailand,13.807858561522597,100.56022717194044,12 Soi Vibhavadi Rangsit 22,Chatuchak,Bangkok,10900,TH,http://www.ducatithailand.com,+6627378787,Motorcycle Shops,E_0b4c39bfcbbea9,Ducati Thailand,13.807970923192348,100.5599634133498,12 Soi Vibhavadi Rangsit 22,Chatuchak,Bangkok,10900,TH,http://www.ducatithailand.com,,Motorcycle Shops,True
E_0009e5d385ff9b,신의주찹쌀순대(중구저동),37.56477331928118,126.9901153895976,,,,,KR,,,Korean Restaurants,E_0ac448397d3381,신의주 찹쌀순대(저동),37.56410598754883,126.99050903320312,,,,,KR,,,Korean Restaurants,True
E_0009fe536d869a,Minute Burger,8.228527890207607,124.24076756870976,Quezon Ave Ext,Iligan City,Northern Mindanao,9211,PH,,,Burger Joints,E_5654ee13796d0c,Minute Burger,8.228522576910413,124.24076914787292,Poblacion,Iligan City,Northern Mindanao,9200,PH,,27767740,Burger Joints,True
E_0009fe77685b83,พร massage,19.907321,99.826534,,Rop Wiang,Chiang Rai,,TH,,,Massage Studios,E_e6ac0de176aabd,พรmassage,19.904791,99.825478,,Rop Wiang,Chiang Rai,,TH,,,,True
E_000a01e889ccb0,Scoots,36.662111,-80.924754,,Galax,VA,,US,,,Burger Joints,E_b273874d72d5ec,Scoots,36.66475204963636,-80.94042102228465,,Galax,VA,,US,,,Burger Joints,True
E_000a616dc6e559,孙中山先生铜像|Bronze statue of Dr Sun Yat-sen,30.65722307569126,104.07422287902288,,CHENGDU,Sichuan,,CN,,,"Sculpture Gardens, General Travel",E_cc696e41e45f05,孙中山像,30.657347628410427,104.07428525857596,,,,,CN,,,General Travel,True
E_000a74f6ccc99e,Dayusa Sportif Yaşam Merkezi,39.78701228824463,30.50769915085607,Yenibağlar Mah. Türkaslan Sok. No:2/A,Dorylaeum,Eskişehir,26000,TR,http://www.dayusaspor.com,2223301129,"Gyms or Fitness Centers, Dance Studios",E_3f9afd786cb6a8,Dayusa Spor Ve Dans Merkezi,39.78678916705808,30.50778349644828,,,,,TR,,,,True
E_000a8273d77c71,BIGZ,44.79678897185588,20.44554261629417,Bulevar vojvode Mišića 17,Belgrade,Central Serbia,11040,RS,http://kcbigz.blogspot.rs,+381113690981,"Cultural Centers, Art Galleries, Music Venues",E_55b2ccb4a2f4af,Drugi osnovni sud,44.83204179217384,20.411830715422123,Katanićeva 15,Belgrade,Central Serbia,11000,RS,http://www.drugi.os.sud.rs,,Courthouses,False
E_000a8f1c055549,Auditorium Jurutera Fakulti Kejuruteraan,3.0063650947956373,101.71998201676224,,,,,MY,,,"College Engineering Buildings, Colleges & Universities, College Auditoriums",E_e05fe0e22766a9,Auditorium Kejuruteraan,3.006348910349175,101.71982632227684,Fakulti Kejuruteraan,Universiti Putra Malaysia,Selangor,,MY,,,College Auditoriums,True
E_000aafa6963312,Potbelly Sandwich Shop,41.54341992653311,-87.50887399923535,9148 Calumet Ave,Munster,IN,46321,US,http://www.potbelly.com/munster,219-525-3500,"Sandwich Places, American Restaurants",E_b5095bb3c29bba,Potbelly Sandwich Shop,41.54636907535924,-87.50926058602766,Calumet Ave,Munster,IN,,US,http://potbelly.com,,Sandwich Places,True
E_000b3225c030d0,Sint-Sulpitiuskerk,50.98468379799141,5.051236946623014,Grote Markt,Diest,,3290,BE,,,Churches,E_ddc985a4592b3e,Sint Sulpitiuskerk Diest,50.87524604152484,5.051073027211067,,,,,BE,,,Churches,True
E_000b63ac6a009b,Madame 1 Massage,13.354875,103.854835,,,,,KH,,,Spas,E_1ec9687738fc38,World Massage,13.353955,103.854447,Street 9,Siem Reap,Cambodia,,KH,,,Massage Studios,False
E_000bb73d9ee240,Luk Yu Tea House,3.147293166433823,101.71391566432152,Starhill Gallery,Kuala Lumpur,WP Kuala Lumpur,55100,MY,,327823850,"Tea Rooms, Chinese Restaurants, Dim Sum Restaurants",E_0601b7f22b83bf,陸雨茶館 @ StarHill,3.1466282360052373,101.71381558080743,,,,,MY,,,Dim Sum Restaurants,True
E_000bd6c9892d7a,Physiotherapy Department,3.16173415317382,101.73906747173218,Gleneagles Hospital Kuala Lumpur,Ampang,Kuala lumpur,,MY,,,"Medical Centers, Hospitals",E_1fd7f91962bad6,Salon @ Gleneagles Hospital,3.1610425276351672,101.73970148901216,Gleneagles Hospital-Ampang,Kuala Lumpur,Malaysia,,MY,,,Salons / Barbershops,False
E_000bfaa6ce4e63,LOTTO Hamburg,53.622637987684406,9.952388824381842,Tibarg 33,Hamburg,,22459,DE,https://www.lotto-hh.de/startseite.jsp,+494063205600,Lottery Retailers,E_87cf4584ee4f3a,LOTTO Hamburg,53.62159077605178,9.95202699819913,Tibarg 33,Hamburg,,22459,DE,https://www.lotto-hh.de/startseite.jsp,+494063205210,Lottery Retailers,True
E_000c0ca59a62f6,Tagad'Art,51.33821492546021,3.2824887773518183,Maurice Lippensplein,Knokke - Heist,West-Vlaanderen,8300,BE,http://www.tagadart.be,,"Circuses, Other Events, General Entertainment",E_70c81d8308319e,Tagad'Art,51.33845520019531,3.2815191745758057,Duinenwater,Knokke-Heist,West-Vlaanderen,8300,BE,,,General Entertainment,True
E_000c670fe4b957,Wit Gele Kruis Auto,50.79850317080567,4.931831359863281,Getestraat,Tienen,Flemish Brabant,,BE,https://www.witgelekruis.be,,"Radio Stations, Offices, Medical Centers",E_0e9d8749101073,Wit-Gele Kruis,50.7982804142628,4.932893583224669,Getestraat 66,Tienen,Flemish Brabant,3300,BE,https://www.witgelekruis.be,,"Offices, Medical Centers",True
E_000cad8ab4d1df,Jibarra,35.880959,-78.646032,7420 Six Forks Rd,Raleigh,NC,27615,US,,9198446330,Mexican Restaurants,E_fbea1a8a91a4bb,Jibarra,35.881574,-78.645268,7420 Six Forks Rd,Raleigh,NC,27615,US,http://www.jibarra.net,+19197550556,Food,True
